time,datum,time_as_number,all_salt,closest_salt
1995-08-15 06:50:00,15.08.1995,6.833333333333333,,
1995-08-16 05:45:00,16.08.1995,5.75,,
1995-08-17 06:50:00,17.08.1995,6.833333333333333,,
1995-08-18 06:50:00,18.08.1995,6.833333333333333,,
1995-08-21 05:50:00,21.08.1995,5.833333333333333,,
1995-08-22 05:40:00,22.08.1995,5.666666666666667,,
1995-08-23 05:25:00,23.08.1995,5.416666666666667,,
1995-08-24 06:40:00,24.08.1995,6.666666666666667,,
1995-08-25 06:15:00,25.08.1995,6.25,,
1995-08-28 06:10:00,28.08.1995,6.166666666666667,,
1995-08-29 05:20:00,29.08.1995,5.333333333333333,,
1995-08-30 06:40:00,30.08.1995,6.666666666666667,,
1995-08-31 07:00:00,31.08.1995,7.0,,
1995-09-01 06:35:00,01.09.1995,6.583333333333333,,
1995-09-04 06:52:00,04.09.1995,6.866666666666667,,
1995-09-05 05:45:00,05.09.1995,5.75,,
1995-09-06 05:25:00,06.09.1995,5.416666666666667,,
1995-09-07 06:20:00,07.09.1995,6.333333333333333,,
1995-09-08 06:30:00,08.09.1995,6.5,,
1995-09-11 06:25:00,11.09.1995,6.416666666666667,,
1995-09-12 06:15:00,12.09.1995,6.25,,
1995-09-13 05:20:00,13.09.1995,5.333333333333333,,
1995-09-14 05:30:00,14.09.1995,5.5,,
1995-09-15 05:30:00,15.09.1995,5.5,,
1995-09-18 05:30:00,18.09.1995,5.5,,
1995-09-19 06:20:00,19.09.1995,6.333333333333333,,
1995-09-20 06:52:00,20.09.1995,6.866666666666667,,
1995-09-21 06:34:00,21.09.1995,6.566666666666666,,
1995-09-22 06:36:00,22.09.1995,6.6,,
1995-09-25 08:05:00,25.09.1995,8.083333333333334,,
1995-09-27 06:30:00,27.09.1995,6.5,,
1995-09-29 08:00:00,29.09.1995,8.0,,
1995-10-02 07:45:00,02.10.1995,7.75,,
1995-10-04 07:30:00,04.10.1995,7.5,,
1995-10-05 07:25:00,05.10.1995,7.416666666666667,,
1995-10-06 06:40:00,06.10.1995,6.666666666666667,,
1995-10-09 07:10:00,09.10.1995,7.166666666666667,,
1995-10-10 06:35:00,10.10.1995,6.583333333333333,,
1995-10-11 07:05:00,11.10.1995,7.083333333333333,,
1995-10-12 08:05:00,12.10.1995,8.083333333333334,,
1995-10-13 06:45:00,13.10.1995,6.75,,
1995-10-16 06:45:00,16.10.1995,6.75,,
1995-10-17 07:25:00,17.10.1995,7.416666666666667,,
1995-10-18 08:20:00,18.10.1995,8.333333333333334,,
1995-10-19 07:45:00,19.10.1995,7.75,,
1995-10-20 08:00:00,20.10.1995,8.0,,
1995-10-23 08:00:00,23.10.1995,8.0,,
1995-10-24 08:00:00,24.10.1995,8.0,,
1995-10-25 07:50:00,25.10.1995,7.833333333333333,,
1995-10-26 06:20:00,26.10.1995,6.333333333333333,,
1995-10-27 06:20:00,27.10.1995,6.333333333333333,,
1995-10-30 07:45:00,30.10.1995,7.75,,
1995-10-31 07:40:00,31.10.1995,7.666666666666667,,
1995-11-01 08:25:00,01.11.1995,8.416666666666666,,
1995-11-02 09:10:00,02.11.1995,9.166666666666666,,
1995-11-06 08:10:00,06.11.1995,8.166666666666666,,
1995-11-07 07:40:00,07.11.1995,7.666666666666667,,
1995-11-08 07:55:00,08.11.1995,7.916666666666667,,
1995-11-09 07:05:00,09.11.1995,7.083333333333333,,
1995-11-10 07:55:00,10.11.1995,7.916666666666667,,
1995-11-13 08:10:00,13.11.1995,8.166666666666666,,
1995-11-14 06:55:00,14.11.1995,6.916666666666667,,
1995-11-15 07:55:00,15.11.1995,7.916666666666667,,
1995-11-16 08:05:00,16.11.1995,8.083333333333334,,
1995-11-17 08:20:00,17.11.1995,8.333333333333334,,
1995-11-20 07:15:00,20.11.1995,7.25,,
1995-11-21 08:00:00,21.11.1995,8.0,,
1995-11-22 08:00:00,22.11.1995,8.0,,
1995-11-23 07:50:00,23.11.1995,7.833333333333333,,
1995-11-24 07:55:00,24.11.1995,7.916666666666667,,
1995-11-27 07:40:00,27.11.1995,7.666666666666667,,
1995-11-28 08:10:00,28.11.1995,8.166666666666666,,
1995-11-29 07:40:00,29.11.1995,7.666666666666667,,
1995-11-30 07:40:00,30.11.1995,7.666666666666667,,
1995-12-01 07:30:00,01.12.1995,7.5,,
1995-12-04 07:55:00,04.12.1995,7.916666666666667,,
1995-12-07 08:20:00,07.12.1995,8.333333333333334,,
1995-12-08 07:50:00,08.12.1995,7.833333333333333,,
1995-12-11 08:05:00,11.12.1995,8.083333333333334,,
1995-12-12 07:45:00,12.12.1995,7.75,,
1995-12-13 07:44:00,13.12.1995,7.733333333333333,,
1995-12-14 08:20:00,14.12.1995,8.333333333333334,,
1995-12-15 07:35:00,15.12.1995,7.583333333333333,,
1995-12-18 07:50:00,18.12.1995,7.833333333333333,,
1995-12-19 08:10:00,19.12.1995,8.166666666666666,,
1995-12-20 08:35:00,20.12.1995,8.583333333333334,,
1995-12-21 07:45:00,21.12.1995,7.75,,
1995-12-22 07:15:00,22.12.1995,7.25,,
1995-12-27 08:05:00,27.12.1995,8.083333333333334,,
1995-12-28 08:10:00,28.12.1995,8.166666666666666,,
1995-12-29 07:25:00,29.12.1995,7.416666666666667,,
1996-01-02 08:20:00,02.01.1996,8.333333333333334,,
1996-01-03 07:15:00,03.01.1996,7.25,,
1996-01-04 08:50:00,04.01.1996,8.833333333333334,,
1996-01-05 07:40:00,05.01.1996,7.666666666666667,,
1996-01-08 07:30:00,08.01.1996,7.5,,
1996-01-09 08:00:00,09.01.1996,8.0,,
1996-01-10 07:20:00,10.01.1996,7.333333333333333,,
1996-01-11 07:00:00,11.01.1996,7.0,,
1996-01-12 07:30:00,12.01.1996,7.5,,
1996-01-15 07:50:00,15.01.1996,7.833333333333333,,
1996-01-16 07:35:00,16.01.1996,7.583333333333333,,
1996-01-17 07:30:00,17.01.1996,7.5,,
1996-01-18 07:50:00,18.01.1996,7.833333333333333,,
1996-01-19 07:30:00,19.01.1996,7.5,,
1996-01-29 07:05:00,29.01.1996,7.083333333333333,,
1996-01-30 07:25:00,30.01.1996,7.416666666666667,,
1996-01-31 06:50:00,31.01.1996,6.833333333333333,,
1996-02-01 06:55:00,01.02.1996,6.916666666666667,,
1996-02-02 07:05:00,02.02.1996,7.083333333333333,,
1996-02-05 07:40:00,05.02.1996,7.666666666666667,,
1996-02-06 07:25:00,06.02.1996,7.416666666666667,,
1996-02-08 10:05:00,08.02.1996,10.083333333333334,,
1996-02-09 09:35:00,09.02.1996,9.583333333333334,,
1996-02-12 08:00:00,12.02.1996,8.0,,
1996-02-13 07:40:00,13.02.1996,7.666666666666667,,
1996-02-14 08:10:00,14.02.1996,8.166666666666666,,
1996-02-15 08:20:00,15.02.1996,8.333333333333334,,
1996-02-16 07:38:00,16.02.1996,7.633333333333333,,
1996-02-21 07:55:00,21.02.1996,7.916666666666667,,
1996-02-22 07:35:00,22.02.1996,7.583333333333333,,
1996-02-23 08:10:00,23.02.1996,8.166666666666666,,
1996-02-26 07:05:00,26.02.1996,7.083333333333333,,
1996-02-27 07:15:00,27.02.1996,7.25,,
1996-02-28 06:50:00,28.02.1996,6.833333333333333,,
1996-02-29 07:25:00,29.02.1996,7.416666666666667,,
1996-03-01 07:45:00,01.03.1996,7.75,,
1996-03-04 06:45:00,04.03.1996,6.75,,
1996-03-05 07:30:00,05.03.1996,7.5,,
1996-03-06 06:40:00,06.03.1996,6.666666666666667,,
1996-03-07 07:49:00,07.03.1996,7.816666666666666,,
1996-03-08 07:15:00,08.03.1996,7.25,,
1996-03-11 07:25:00,11.03.1996,7.416666666666667,,
1996-03-12 07:25:00,12.03.1996,7.416666666666667,,
1996-03-13 07:25:00,13.03.1996,7.416666666666667,,
1996-03-14 07:10:00,14.03.1996,7.166666666666667,,
1996-03-15 07:00:00,15.03.1996,7.0,,
1996-03-18 07:50:00,18.03.1996,7.833333333333333,,
1996-03-19 07:20:00,19.03.1996,7.333333333333333,,
1996-03-20 06:30:00,20.03.1996,6.5,,
1996-03-21 07:55:00,21.03.1996,7.916666666666667,,
1996-03-22 06:40:00,22.03.1996,6.666666666666667,,
1996-03-25 08:00:00,25.03.1996,8.0,,
1996-03-26 07:50:00,26.03.1996,7.833333333333333,,
1996-03-27 07:35:00,27.03.1996,7.583333333333333,,
1996-03-28 08:05:00,28.03.1996,8.083333333333334,,
1996-03-29 07:10:00,29.03.1996,7.166666666666667,,
1996-04-01 07:00:00,01.04.1996,7.0,,
1996-04-02 06:45:00,02.04.1996,6.75,,
1996-04-03 06:55:00,03.04.1996,6.916666666666667,,
1996-04-04 06:25:00,04.04.1996,6.416666666666667,,
1996-04-09 07:15:00,09.04.1996,7.25,,
1996-04-10 05:35:00,10.04.1996,5.583333333333333,,
1996-04-11 05:35:00,11.04.1996,5.583333333333333,,
1996-04-12 06:50:00,12.04.1996,6.833333333333333,,
1996-04-15 06:35:00,15.04.1996,6.583333333333333,,
1996-04-16 06:50:00,16.04.1996,6.833333333333333,,
1996-04-17 07:40:00,17.04.1996,7.666666666666667,,
1996-04-22 08:45:00,22.04.1996,8.75,,
1996-04-23 07:15:00,23.04.1996,7.25,,
1996-04-24 07:20:00,24.04.1996,7.333333333333333,,
1996-04-25 11:35:00,25.04.1996,11.583333333333334,,
1996-04-26 06:40:00,26.04.1996,6.666666666666667,,
1996-04-29 06:50:00,29.04.1996,6.833333333333333,,
1996-04-30 07:05:00,30.04.1996,7.083333333333333,,
1996-05-02 06:05:00,02.05.1996,6.083333333333333,,
1996-05-03 06:00:00,03.05.1996,6.0,,
1996-05-06 05:55:00,06.05.1996,5.916666666666667,,
1996-05-07 06:40:00,07.05.1996,6.666666666666667,,
1996-05-08 05:45:00,08.05.1996,5.75,,
1996-05-09 07:20:00,09.05.1996,7.333333333333333,,
1996-05-10 05:30:00,10.05.1996,5.5,,
1996-05-13 05:50:00,13.05.1996,5.833333333333333,,
1996-05-14 05:45:00,14.05.1996,5.75,,
1996-05-15 06:05:00,15.05.1996,6.083333333333333,,
1996-05-17 07:00:00,17.05.1996,7.0,,
1996-05-20 06:05:00,20.05.1996,6.083333333333333,,
1996-05-21 07:15:00,21.05.1996,7.25,,
1996-05-22 07:25:00,22.05.1996,7.416666666666667,,
1996-05-23 07:45:00,23.05.1996,7.75,,
1996-05-24 07:25:00,24.05.1996,7.416666666666667,,
1996-05-28 12:20:00,28.05.1996,12.333333333333334,,
1996-05-29 06:10:00,29.05.1996,6.166666666666667,,
1996-05-30 08:25:00,30.05.1996,8.416666666666666,,
1996-05-31 06:35:00,31.05.1996,6.583333333333333,,
1996-06-03 06:00:00,03.06.1996,6.0,,
1996-06-04 06:10:00,04.06.1996,6.166666666666667,,
1996-06-05 05:45:00,05.06.1996,5.75,,
1996-06-06 05:40:00,06.06.1996,5.666666666666667,,
1996-06-07 05:35:00,07.06.1996,5.583333333333333,,
1996-06-10 05:55:00,10.06.1996,5.916666666666667,,
1996-06-11 06:00:00,11.06.1996,6.0,,
1996-06-12 05:30:00,12.06.1996,5.5,,
1996-06-13 06:30:00,13.06.1996,6.5,,
1996-06-14 06:35:00,14.06.1996,6.583333333333333,,
1996-06-17 05:45:00,17.06.1996,5.75,,
1996-06-18 05:20:00,18.06.1996,5.333333333333333,,
1996-06-19 05:55:00,19.06.1996,5.916666666666667,,
1996-06-20 06:20:00,20.06.1996,6.333333333333333,,
1996-06-21 06:15:00,21.06.1996,6.25,,
1996-06-24 06:20:00,24.06.1996,6.333333333333333,,
1996-06-25 06:30:00,25.06.1996,6.5,,
1996-06-26 05:20:00,26.06.1996,5.333333333333333,,
1996-06-27 06:15:00,27.06.1996,6.25,,
1996-06-28 06:35:00,28.06.1996,6.583333333333333,,
1996-07-01 06:28:00,01.07.1996,6.466666666666667,,
1996-07-02 05:39:00,02.07.1996,5.65,,
1996-07-03 05:20:00,03.07.1996,5.333333333333333,,
1996-07-04 06:00:00,04.07.1996,6.0,,
1996-07-05 05:35:00,05.07.1996,5.583333333333333,,
1996-07-08 06:40:00,08.07.1996,6.666666666666667,,
1996-07-09 06:40:00,09.07.1996,6.666666666666667,-0.14782238241162302,-0.09121742450283189
1996-07-10 06:05:00,10.07.1996,6.083333333333333,-0.1807387657855321,-0.37188944073517766
1996-07-11 06:30:00,11.07.1996,6.5,-0.2934002310676387,-0.46004924070559394
1996-07-12 06:55:00,12.07.1996,6.916666666666667,-0.4392087437738108,-0.39887713460367247
1996-07-15 06:50:00,15.07.1996,6.833333333333333,-0.5280432360909395,-0.7137335630694449
1996-07-16 08:15:00,16.07.1996,8.25,-0.530854454202241,-0.46004924070559394
1996-07-17 06:00:00,17.07.1996,6.0,-0.7055248061844445,-0.6795491508360182
1996-07-18 06:15:00,18.07.1996,6.25,-0.9411048839115135,-0.9944055793017907
1996-07-19 07:20:00,19.07.1996,7.333333333333333,-1.0271281581173406,-1.0123973752141207
1996-07-22 06:40:00,22.07.1996,6.666666666666667,-1.0235672818430264,-1.080766199680974
1996-07-23 06:55:00,23.07.1996,6.916666666666667,-0.9653890233410546,-0.8918523426015105
1996-07-24 06:00:00,24.07.1996,6.0,-0.7355192811632886,-0.49063529375655474
1996-07-25 07:10:00,25.07.1996,7.166666666666667,-0.6158888176398387,-0.5428115019023113
1996-07-26 06:35:00,26.07.1996,6.583333333333333,-0.6841595485385528,-0.6795491508360182
1996-07-29 07:25:00,29.07.1996,7.416666666666667,-0.5990733470364938,-0.8720613670979477
1996-07-30 07:00:00,30.07.1996,7.0,-0.47181887386490867,-0.4654467794792929
1996-07-31 05:20:00,31.07.1996,5.333333333333333,-0.5621526825080659,-0.8126884405872592
1996-08-01 05:30:00,01.08.1996,5.5,-0.5793310195626582,-0.9008482405576754
1996-08-02 07:20:00,02.08.1996,7.333333333333333,-0.5870869648865672,-0.9692170650245289
1996-08-05 07:00:00,05.08.1996,7.0,-0.26828668260667715,-0.06422973063433711
1996-08-06 06:45:00,06.08.1996,6.75,-0.11135292375791042,0.009536632606215303
1996-08-07 05:15:00,07.08.1996,5.25,0.32932124864797213,0.5348970732462471
1996-08-08 05:50:00,08.08.1996,5.833333333333333,0.5719525167422812,0.7418027262380404
1996-08-09 05:35:00,09.08.1996,5.583333333333333,0.5981746022740773,0.5780773834358388
1996-08-12 05:30:00,12.08.1996,5.5,0.6774070900351578,0.678831440544886
1996-08-13 06:20:00,13.08.1996,6.333333333333333,,
1996-08-14 05:15:00,14.08.1996,5.25,,
1996-08-15 05:30:00,15.08.1996,5.5,,
1996-08-16 06:50:00,16.08.1996,6.833333333333333,,
1996-08-19 07:30:00,19.08.1996,7.5,,
1996-08-20 06:40:00,20.08.1996,6.666666666666667,,
1996-08-21 05:20:00,21.08.1996,5.333333333333333,,
1996-08-22 05:50:00,22.08.1996,5.833333333333333,,
1996-08-23 05:30:00,23.08.1996,5.5,,
1996-08-26 08:15:00,26.08.1996,8.25,,
1996-08-27 05:45:00,27.08.1996,5.75,,
1996-08-28 05:20:00,28.08.1996,5.333333333333333,,
1996-08-29 05:40:00,29.08.1996,5.666666666666667,,
1996-08-30 05:25:00,30.08.1996,5.416666666666667,,
1996-09-02 05:30:00,02.09.1996,5.5,,
1996-09-03 05:35:00,03.09.1996,5.583333333333333,,
1996-09-04 05:50:00,04.09.1996,5.833333333333333,,
1996-09-05 07:00:00,05.09.1996,7.0,,
1996-09-06 07:30:00,06.09.1996,7.5,,
1996-09-09 06:25:00,09.09.1996,6.416666666666667,0.25827321109417556,0.4395405549108989
1996-09-10 06:45:00,10.09.1996,6.75,0.3079959925246162,0.20384802845937774
1996-09-11 05:20:00,11.09.1996,5.333333333333333,0.3327517495895889,0.29020864883856107
1996-09-12 06:40:00,12.09.1996,6.666666666666667,0.3651744651399376,0.3207947018895218
1996-09-16 05:50:00,16.09.1996,5.833333333333333,0.5896572095283458,0.664438003815022
1996-09-17 07:30:00,17.09.1996,7.5,0.6300430492890039,0.5834749222095378
1996-09-18 05:25:00,18.09.1996,5.416666666666667,0.7221991652752332,0.7454010854205064
1996-09-19 05:45:00,19.09.1996,5.75,0.7881690836204384,0.8659461180331165
1996-09-20 05:35:00,20.09.1996,5.583333333333333,0.8140761532220355,0.7633928813328363
1996-09-23 07:10:00,23.09.1996,7.166666666666667,1.0998394648934047,1.1610115709953261
1996-09-24 07:38:00,24.09.1996,7.633333333333333,0.9716479190180544,0.9469091996386009
1996-09-25 07:20:00,25.09.1996,7.333333333333333,0.8552634892101706,0.8623477588506505
1996-09-26 06:50:00,26.09.1996,6.833333333333333,0.7752215301347749,0.7813846772451661
1996-09-30 06:55:00,30.09.1996,6.916666666666667,,
1996-10-01 07:05:00,01.10.1996,7.083333333333333,,
1996-10-02 06:55:00,02.10.1996,6.916666666666667,,
1996-10-04 07:40:00,04.10.1996,7.666666666666667,,
1996-10-07 06:35:00,07.10.1996,6.583333333333333,,
1996-10-08 07:30:00,08.10.1996,7.5,,
1996-10-09 06:40:00,09.10.1996,6.666666666666667,,
1996-10-10 07:25:00,10.10.1996,7.416666666666667,,
1996-10-11 06:40:00,11.10.1996,6.666666666666667,,
1996-10-14 06:25:00,14.10.1996,6.416666666666667,,
1996-10-15 07:45:00,15.10.1996,7.75,,
1996-10-16 06:05:00,16.10.1996,6.083333333333333,,
1996-10-17 07:30:00,17.10.1996,7.5,,
1996-10-18 06:45:00,18.10.1996,6.75,,
1996-10-21 07:25:00,21.10.1996,7.416666666666667,,
1996-10-22 07:00:00,22.10.1996,7.0,,
1996-10-23 06:40:00,23.10.1996,6.666666666666667,1.284817616617046,1.2797574240167031
1996-10-24 07:10:00,24.10.1996,7.166666666666667,1.3069700153341022,1.3283352729799938
1996-10-25 06:20:00,25.10.1996,6.333333333333333,1.2987062303499,1.3265360933887609
1996-10-28 07:20:00,28.10.1996,7.333333333333333,1.2771336204461572,1.294150860746567
1996-10-29 07:20:00,29.10.1996,7.333333333333333,1.2424340176028272,1.2653639872868394
1996-10-30 07:50:00,30.10.1996,7.833333333333333,1.2359513122301586,1.2365771138271116
1996-10-31 08:20:00,31.10.1996,8.333333333333334,1.2600521237317692,1.2617656281043734
1996-11-01 07:55:00,01.11.1996,7.916666666666667,1.266691953175607,1.283355783199169
1996-11-04 07:40:00,04.11.1996,7.666666666666667,1.1672087451429056,1.1682082893602581
1996-11-05 06:55:00,05.11.1996,6.916666666666667,1.1668997951120856,1.173605828133957
1996-11-08 08:15:00,08.11.1996,8.25,,
1996-11-11 07:55:00,11.11.1996,7.916666666666667,,
1996-11-12 07:30:00,12.11.1996,7.5,,
1996-11-13 08:00:00,13.11.1996,8.0,,
1996-11-14 08:15:00,14.11.1996,8.25,,
1996-11-15 07:10:00,15.11.1996,7.166666666666667,,
1996-11-18 07:45:00,18.11.1996,7.75,,
1996-11-19 08:10:00,19.11.1996,8.166666666666666,,
1996-11-20 08:05:00,20.11.1996,8.083333333333334,,
1996-11-21 07:15:00,21.11.1996,7.25,,
1996-11-25 07:30:00,25.11.1996,7.5,,
1996-11-26 07:55:00,26.11.1996,7.916666666666667,,
1996-11-27 07:50:00,27.11.1996,7.833333333333333,,
1996-11-28 09:20:00,28.11.1996,9.333333333333334,,
1996-11-29 09:05:00,29.11.1996,9.083333333333334,,
1996-12-02 08:00:00,02.12.1996,8.0,,
1996-12-03 07:25:00,03.12.1996,7.416666666666667,,
1996-12-04 07:50:00,04.12.1996,7.833333333333333,,
1996-12-05 08:10:00,05.12.1996,8.166666666666666,,
1996-12-06 08:10:00,06.12.1996,8.166666666666666,,
1996-12-09 08:20:00,09.12.1996,8.333333333333334,,
1996-12-10 08:20:00,10.12.1996,8.333333333333334,,
1996-12-11 06:50:00,11.12.1996,6.833333333333333,,
1996-12-12 08:00:00,12.12.1996,8.0,,
1996-12-13 08:00:00,13.12.1996,8.0,,
1996-12-16 08:35:00,16.12.1996,8.583333333333334,,
1996-12-17 08:10:00,17.12.1996,8.166666666666666,,
1996-12-18 08:15:00,18.12.1996,8.25,,
1996-12-19 07:21:00,19.12.1996,7.35,,
1996-12-23 07:23:00,23.12.1996,7.383333333333334,,
1996-12-27 08:31:00,27.12.1996,8.516666666666667,,
1996-12-30 07:27:00,30.12.1996,7.45,,
1997-01-06 09:05:00,06.01.1997,9.083333333333334,,
1997-01-07 08:50:00,07.01.1997,8.833333333333334,,
1997-01-08 07:35:00,08.01.1997,7.583333333333333,,
1997-01-09 09:20:00,09.01.1997,9.333333333333334,,
1997-01-10 08:20:00,10.01.1997,8.333333333333334,,
1997-01-13 08:10:00,13.01.1997,8.166666666666666,,
1997-01-14 09:05:00,14.01.1997,9.083333333333334,,
1997-01-15 09:05:00,15.01.1997,9.083333333333334,,
1997-01-16 08:00:00,16.01.1997,8.0,,
1997-01-17 07:45:00,17.01.1997,7.75,,
1997-01-20 08:20:00,20.01.1997,8.333333333333334,,
1997-01-21 07:25:00,21.01.1997,7.416666666666667,,
1997-01-22 08:25:00,22.01.1997,8.416666666666666,,
1997-01-23 07:25:00,23.01.1997,7.416666666666667,1.8532459187222174,1.8532459187222174
1997-01-24 08:15:00,24.01.1997,8.25,1.8251856370204895,1.802059259351639
1997-01-27 07:00:00,27.01.1997,7.0,1.7553593040866977,1.7675150111999656
1997-01-28 07:20:00,28.01.1997,7.333333333333333,1.7509510748355708,1.7649961597722394
1997-01-29 08:20:00,29.01.1997,8.333333333333334,1.7400275452227978,1.7121002797899896
1997-01-30 08:00:00,30.01.1997,8.0,1.667844745606591,1.6926691402046734
1997-01-31 07:45:00,31.01.1997,7.75,1.5367402422978125,1.5048347908799498
1997-02-03 07:55:00,03.02.1997,7.916666666666667,1.803222984023418,1.8742063609600816
1997-02-04 07:45:00,04.02.1997,7.75,1.8506449308348933,1.8936375005453978
1997-02-05 07:45:00,05.02.1997,7.75,1.8870570968915032,1.9558891144020591
1997-02-06 07:35:00,06.02.1997,7.583333333333333,1.9048108671350539,1.904612496051919
1997-02-07 07:40:00,07.02.1997,7.666666666666667,1.9231255927176074,1.9321399437977838
1997-02-10 07:55:00,10.02.1997,7.916666666666667,1.9079007838580235,1.8862608642213428
1997-02-11 08:00:00,11.02.1997,8.0,1.8823486056208292,1.8770850483060544
1997-02-12 08:00:00,12.02.1997,8.0,1.8571600913435673,1.808716223839201
1997-02-13 07:55:00,13.02.1997,7.916666666666667,1.8305360614350052,1.8308461328113668
1997-02-14 08:15:00,14.02.1997,8.25,1.763942890053203,1.756899851611691
1997-02-17 07:00:00,17.02.1997,7.0,1.6622330187863132,1.6888908630630841
1997-02-18 08:20:00,18.02.1997,8.333333333333334,1.5919525660037748,1.5481950190286646
1997-02-19 07:50:00,19.02.1997,7.833333333333333,1.5310615817129833,1.5499941986198977
1997-02-20 07:30:00,20.02.1997,7.5,1.4842641708868547,1.5046548729208264
1997-02-21 07:40:00,21.02.1997,7.666666666666667,1.399796437369279,1.392925820305258
1997-02-24 08:45:00,24.02.1997,8.75,1.2686812246581751,1.212108271386343
1997-02-25 08:00:00,25.02.1997,8.0,1.3037975257889234,1.2894729938093614
1997-02-26 07:30:00,26.02.1997,7.5,1.2534587776512334,1.1599320632405863
1997-02-27 07:40:00,27.02.1997,7.666666666666667,1.1710569903797081,1.1406808416143934
1997-02-28 07:50:00,28.02.1997,7.833333333333333,1.164074004342108,1.142839857123873
1997-03-03 07:55:00,03.03.1997,7.916666666666667,1.1376972021256009,1.169467715074121
1997-03-04 08:10:00,04.03.1997,8.166666666666666,1.1291323576131667,1.1570533758946135
1997-03-05 08:50:00,05.03.1997,8.833333333333334,1.1855253929258756,1.2847951268721556
1997-03-06 08:10:00,06.03.1997,8.166666666666666,1.186889132775613,1.2032922913893014
1997-03-07 08:10:00,07.03.1997,8.166666666666666,1.2066226876539252,1.163350504463929
1997-03-10 06:50:00,10.03.1997,6.833333333333333,1.2446359390795114,1.295230368501307
1997-03-11 07:50:00,11.03.1997,7.833333333333333,1.2489416884647342,1.2576275150445375
1997-03-12 07:00:00,12.03.1997,7.0,1.259315681426949,1.2288406415848097
1997-03-13 09:00:00,13.03.1997,9.0,1.2260691394059724,1.2403553909687008
1997-03-14 08:00:00,14.03.1997,8.0,1.1598822986987014,1.1570533758946135
1997-03-17 07:30:00,17.03.1997,7.5,1.119490504206541,1.0766300481664992
1997-03-18 07:00:00,18.03.1997,7.0,1.0464569886126163,1.1124337220320355
1997-03-20 07:40:00,20.03.1997,7.666666666666667,0.8148381727696545,0.7732883690846177
1997-03-21 07:30:00,21.03.1997,7.5,0.8871801855004786,0.957884195145122
1997-03-24 08:00:00,24.03.1997,8.0,0.9957494289589441,0.9711981241202462
1997-03-25 06:35:00,25.03.1997,6.583333333333333,0.9946811660766496,0.9972862281931244
1997-03-26 06:50:00,26.03.1997,6.833333333333333,0.9932859246338923,0.9742567294253422
1997-03-27 08:00:00,27.03.1997,8.0,0.9871801981487515,0.9900895098281925
1997-04-01 06:30:00,01.04.1997,6.5,0.739078254285601,0.7295683050176561
1997-04-02 06:40:00,02.04.1997,6.666666666666667,0.7069998460201274,0.69214536952001
1997-04-03 06:55:00,03.04.1997,6.916666666666667,0.688052235949955,0.719852735224998
1997-04-04 06:10:00,04.04.1997,6.166666666666667,0.6413166320468353,0.669835542588721
1997-04-07 06:00:00,07.04.1997,6.0,0.2903960633793166,0.1621070619427725
1997-04-08 06:00:00,08.04.1997,6.0,0.3735518951116162,0.16966361622595102
1997-04-09 06:15:00,09.04.1997,6.25,0.45946272059299126,0.3393262516792216
1997-04-10 07:30:00,10.04.1997,7.5,0.5011437144565511,0.351020919022236
1997-04-14 06:10:00,14.04.1997,6.166666666666667,-0.556755143734367,0.023390315458709295
1997-04-15 07:10:00,15.04.1997,7.166666666666667,-0.8230141669369456,-1.1757628820980757
1997-04-16 06:30:00,16.04.1997,6.5,,
1997-04-17 06:00:00,17.04.1997,6.0,,
1997-04-18 06:25:00,18.04.1997,6.416666666666667,,
1997-04-21 07:00:00,21.04.1997,7.0,,
1997-04-22 07:10:00,22.04.1997,7.166666666666667,,
1997-04-23 07:10:00,23.04.1997,7.166666666666667,,
1997-04-24 06:20:00,24.04.1997,6.333333333333333,,
1997-04-25 07:35:00,25.04.1997,7.583333333333333,,
1997-04-28 07:20:00,28.04.1997,7.333333333333333,,
1997-04-29 07:35:00,29.04.1997,7.583333333333333,,
1997-04-30 06:45:00,30.04.1997,6.75,,
1997-05-02 06:30:00,02.05.1997,6.5,,
1997-05-05 05:40:00,05.05.1997,5.666666666666667,,
1997-05-06 06:50:00,06.05.1997,6.833333333333333,,
1997-05-07 06:50:00,07.05.1997,6.833333333333333,-0.5372575127293742,-0.7313655230635282
1997-05-09 06:20:00,09.05.1997,6.333333333333333,0.369616189755794,0.1734418933675403
1997-05-12 05:45:00,12.05.1997,5.75,0.6473832806064573,0.6379900638238972
1997-05-13 06:20:00,13.05.1997,6.333333333333333,0.669067142971634,0.64086875116987
1997-05-14 06:10:00,14.05.1997,6.166666666666667,0.6289604312503967,0.7418027262380404
1997-05-15 06:45:00,15.05.1997,6.75,0.411409632343806,0.5681818956840573
1997-05-16 05:45:00,16.05.1997,5.75,0.2798821076430489,0.1119099513473722
1997-05-20 08:50:00,20.05.1997,8.833333333333334,0.6719720683533102,0.6403289972925
1997-05-21 05:49:00,21.05.1997,5.816666666666666,0.6672608545529887,0.7245306021622038
1997-05-22 05:49:00,22.05.1997,5.816666666666666,0.5870422610542261,0.5469515765075081
1997-05-23 08:37:00,23.05.1997,8.616666666666667,0.5862486574126907,0.6777519327901462
1997-05-26 06:50:00,26.05.1997,6.833333333333333,0.8330989338742554,0.6964634005389693
1997-05-27 07:30:00,27.05.1997,7.5,0.8682424393535056,0.8812391445585969
1997-05-28 07:55:00,28.05.1997,7.916666666666667,0.6446095454033107,0.5798765630270718
